time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error,e,ec
17.889999,-256,-256,3.37,4,4,0,0,1,0,-0.34,-1.27
17.895,-350,-350,3.67,4,4,0,0,1,0,-0.37,-0.61
17.900001,-335,-335,4.03,2,2,0,0,1,0,-0.4,-0.72
17.904999,-382,-382,4.14,2,2,0,0,1,0,-0.41,-0.23
17.91,-348,-348,4.4,-2,-2,0,0,1,0,-0.44,-0.5
17.915001,-400,-400,4.45,-2,-2,0,0,1,0,-0.44,-0.1
17.919998,-363,-363,4.4,-4,-4,0,0,1,0,-0.44,0.09
17.924999,-340,-340,4.05,-4,-4,0,0,1,0,-0.4,0.7
17.93,-240,-240,4.03,-8,-8,0,0,1,0,-0.4,0.03
17.935001,-315,-315,3.82,-8,-8,0,0,1,0,-0.38,0.43
17.939999,-259,-259,3.66,-8,-8,0,0,1,0,-0.37,0.31
17.945,-258,-258,3.08,-8,-8,0,0,1,0,-0.31,1.18
17.950001,-143,-143,2.77,-12,-12,0,0,1,0,-0.28,0.61
17.955002,-169,-169,2.16,-12,-12,0,0,1,0,-0.22,1.22
17.959999,-98,-98,1.75,-10,-12,0,0,1,0,-0.18,0.82
17.965,-94,-94,1,-10,-12,0,0,1,0,-0.1,1.52
17.970001,-37,-37,0.44,-10,-12,0,0,1,0,-0.04,1.12
17.974998,-20,-20,-0.07,-10,-12,0,0,1,0,0.01,1.02
17.98,4,4,-0.53,-10,-10,0,0,1,0,0.05,0.91
17.985001,28,28,-0.93,-10,-10,0,0,1,0,0.09,0.8
17.990002,51,51,-1.52,-8,-8,0,0,1,0,0.15,1.18
17.994999,72,72,-1.86,-8,-8,0,0,1,0,0.19,0.67
18,110,110,-2.24,-6,-8,0,0,1,0,0.22,0.77
18.005001,125,125,-2.7,-6,-8,0,0,1,0,0.27,0.91
18.009998,142,142,-3.07,-4,-2,0,0,1,0,0.31,0.75
18.014999,174,174,-3.39,-4,-2,0,0,1,0,0.34,0.64
18.02,204,204,-3.41,-2,-2,0,0,1,0,0.34,0.03
18.025001,236,236,-3.51,-2,-2,0,0,1,0,0.35,0.22
18.029999,241,241,-3.72,2,0,0,0,1,0,0.37,0.42
18.035,248,248,-3.78,2,0,0,0,1,0,0.38,0.11
18.040001,256,256,-3.68,2,0,0,0,1,0,0.37,-0.19
18.044998,250,250,-3.56,2,0,0,0,1,0,0.36,-0.24
18.049999,242,242,-3.79,6,6,0,0,1,0,0.38,0.45
18.055,248,248,-3.7,6,6,0,0,1,0,0.37,-0.18
18.060001,251,251,-3.43,6,6,0,0,1,0,0.34,-0.53
18.064999,243,243,-3.1,6,6,0,0,1,0,0.31,-0.67
18.07,231,231,-3.03,8,10,0,0,1,0,0.3,-0.13
18.075001,212,212,-2.63,8,10,0,0,1,0,0.26,-0.8
18.080002,206,206,-2.36,8,8,0,0,1,0,0.24,-0.55
18.084999,174,174,-1.85,8,8,0,0,1,0,0.19,-1.01
18.09,155,155,-1.48,10,10,0,0,1,0,0.15,-0.75
18.095001,118,118,-0.95,10,10,0,0,1,0,0.09,-1.06
18.099998,82,82,-0.37,8,12,0,0,1,0,0.04,-1.16
18.105,32,32,0.13,8,12,0,0,1,0,-0.01,-1.01
18.110001,-14,-14,0.72,10,10,0,0,1,0,-0.07,-1.17
18.115002,-70,-70,1.22,10,10,0,0,1,0,-0.12,-0.99
18.119999,-114,-114,1.71,8,10,0,0,1,0,-0.17,-0.99
18.125,-161,-161,2.09,8,10,0,0,1,0,-0.21,-0.76
18.130001,-188,-188,2.52,4,6,0,0,1,0,-0.25,-0.85
18.134998,-234,-234,2.75,4,6,0,0,1,0,-0.28,-0.48
18.139999,-238,-238,3.1,2,4,0,0,1,0,-0.31,-0.68
18.145,-282,-282,3.41,2,4,0,0,1,0,-0.34,-0.62
18.150001,-309,-309,3.93,-2,0,0,0,1,0,-0.39,-1.05
18.154999,-398,-398,4.08,-2,0,0,0,1,0,-0.41,-0.31
18.16,-350,-350,4,-2,-2,0,0,1,0,-0.4,0.17
18.165001,-298,-298,3.65,-2,-2,0,0,1,0,-0.37,0.68
18.169998,-216,-216,3.7,-6,-6,0,0,1,0,-0.37,-0.1
18.174999,-297,-297,3.61,-6,-6,0,0,1,0,-0.36,0.18
18.18,-266,-266,3.55,-6,-8,0,0,1,0,-0.36,0.13
18.185001,-265,-265,3.21,-6,-8,0,0,1,0,-0.32,0.68
18.189999,-189,-189,3.02,-10,-12,0,0,1,0,-0.3,0.39
18.195,-207,-207,2.51,-10,-12,0,0,1,0,-0.25,1.01
18.200001,-125,-125,2.14,-10,-10,0,0,1,0,-0.21,0.74
18.205002,-121,-121,1.49,-10,-10,0,0,1,0,-0.15,1.3
18.209999,-65,-65,0.97,-12,-12,0,0,1,0,-0.1,1.04
18.215,-47,-47,0.49,-12,-12,0,0,1,0,-0.05,0.97
18.220001,-24,-24,0.08,-10,-8,0,0,1,0,-0.01,0.82
18.224998,-3,-3,-0.28,-10,-8,0,0,1,0,0.03,0.7
18.23,16,16,-0.8,-8,-8,0,0,1,0,0.08,1.04
18.235001,40,40,-1.06,-8,-8,0,0,1,0,0.11,0.53
18.240002,68,68,-1.42,-6,-6,0,0,1,0,0.14,0.72
18.244999,81,81,-1.75,-6,-6,0,0,1,0,0.18,0.67
18.25,104,104,-2.13,-4,-4,0,0,1,0,0.21,0.75
18.255001,120,120,-2.5,-4,-4,0,0,1,0,0.25,0.74
18.259998,142,142,-2.54,-2,-2,0,0,1,0,0.25,0.09
18.264999,180,180,-2.71,-2,-2,0,0,1,0,0.27,0.34
18.27,186,186,-2.96,0,0,0,0,1,0,0.3,0.49
18.275001,193,193,-2.99,0,0,0,0,1,0,0.3,0.08
18.279999,209,209,-2.85,2,0,0,0,1,0,0.28,-0.29
18.285,199,199,-2.77,2,0,0,0,1,0,0.28,-0.15
18.290001,195,195,-2.88,4,4,0,0,1,0,0.29,0.22
18.294998,200,200,-2.8,4,4,0,0,1,0,0.28,-0.17
18.299999,196,196,-2.48,2,4,0,0,1,0,0.25,-0.62
18.305,186,186,-2.27,2,4,0,0,1,0,0.23,-0.42
18.310001,162,162,-2.11,6,6,0,0,1,0,0.21,-0.33
18.314999,150,150,-1.88,6,6,0,0,1,0,0.19,-0.45
18.32,137,137,-1.62,6,6,0,0,1,0,0.16,-0.52
18.325001,121,121,-1.27,6,6,0,0,1,0,0.13,-0.7
18.330002,101,101,-1,8,8,0,0,1,0,0.1,-0.55
18.334999,76,76,-0.68,8,8,0,0,1,0,0.07,-0.63
18.34,54,54,-0.25,6,6,0,0,1,0,0.03,-0.86
18.345001,20,20,0.13,6,6,0,0,1,0,-0.01,-0.76
18.349998,-12,-12,0.56,6,6,0,0,1,0,-0.06,-0.86
18.355,-51,-51,0.92,6,6,0,0,1,0,-0.09,-0.73
18.360001,-81,-81,1.29,6,6,0,0,1,0,-0.13,-0.73
18.365002,-113,-113,1.58,6,6,0,0,1,0,-0.16,-0.58
18.369999,-135,-135,1.88,2,4,0,0,1,0,-0.19,-0.6
18.375,-162,-162,2.09,2,4,0,0,1,0,-0.21,-0.43
18.380001,-175,-175,2.34,2,2,0,0,1,0,-0.23,-0.49
18.384998,-200,-200,2.62,2,2,0,0,1,0,-0.26,-0.56
18.389999,-229,-229,2.94,-2,-2,0,0,1,0,-0.29,-0.65
18.395,-265,-265,2.91,-2,-2,0,0,1,0,-0.29,0.07
18.400001,-221,-221,2.85,-2,0,0,0,1,0,-0.28,0.12
18.404999,-212,-212,2.73,-2,0,0,0,1,0,-0.27,0.23
18.41,-197,-197,2.87,-6,-6,0,0,1,0,-0.29,-0.27
18.415001,-237,-237,2.84,-6,-6,0,0,1,0,-0.28,0.06
18.419998,-216,-216,2.69,-4,-4,0,0,1,0,-0.27,0.29
18.424999,-190,-190,2.33,-4,-4,0,0,1,0,-0.23,0.72
18.43,-133,-133,2.26,-8,-8,0,0,1,0,-0.23,0.13
18.435001,-168,-168,1.91,-8,-8,0,0,1,0,-0.19,0.71
18.439999,-109,-109,1.73,-8,-8,0,0,1,0,-0.17,0.35
18.445,-121,-121,1.25,-8,-8,0,0,1,0,-0.13,0.96
18.450001,-63,-63,0.91,-8,-8,0,0,1,0,-0.09,0.69
18.455002,-52,-52,0.63,-8,-8,0,0,1,0,-0.06,0.56
18.459999,-39,-39,0.22,-8,-6,0,0,1,0,-0.02,0.81
18.465,-11,-11,0.01,-8,-6,0,0,1,0,0,0.43
18.470001,0,0,-0.4,-8,-6,0,0,1,0,0.04,0.81
18.474998,22,22,-0.61,-8,-6,0,0,1,0,0.06,0.43
18.48,42,42,-0.97,-6,-6,0,0,1,0,0.1,0.72
18.485001,56,56,-1.29,-6,-6,0,0,1,0,0.13,0.63
18.490002,78,78,-1.54,-4,-4,0,0,1,0,0.15,0.51
18.494999,100,100,-1.85,-4,-4,0,0,1,0,0.19,0.62
18.5,113,113,-1.94,-4,-2,0,0,1,0,0.19,0.19
18.505001,138,138,-2.1,-4,-2,0,0,1,0,0.21,0.32
18.509998,146,146,-2.37,0,0,0,0,1,0,0.24,0.54
18.514999,151,151,-2.46,0,0,0,0,1,0,0.25,0.18
18.52,173,173,-2.33,0,0,0,0,1,0,0.23,-0.27
18.525001,165,165,-2.28,0,0,0,0,1,0,0.23,-0.09
18.529999,163,163,-2.43,4,4,0,0,1,0,0.24,0.29
18.535,168,168,-2.41,4,4,0,0,1,0,0.24,-0.02
18.540001,173,173,-2.26,2,2,0,0,1,0,0.23,-0.3
18.544998,161,161,-2.13,2,2,0,0,1,0,0.21,-0.26
18.549999,152,152,-2.06,6,6,0,0,1,0,0.21,-0.14
18.555,148,148,-1.81,6,6,0,0,1,0,0.18,-0.5
18.560001,134,134,-1.44,6,6,0,0,1,0,0.14,-0.73
18.564999,115,115,-1.13,6,6,0,0,1,0,0.11,-0.63
18.57,88,88,-0.85,8,8,0,0,1,0,0.08,-0.56
18.575001,65,65,-0.55,8,8,0,0,1,0,0.06,-0.6
18.580002,43,43,-0.13,6,6,0,0,1,0,0.01,-0.84
18.584999,10,10,0.15,6,6,0,0,1,0,-0.01,-0.56
18.59,-13,-13,0.57,6,6,0,0,1,0,-0.06,-0.85
18.595001,-51,-51,0.82,6,6,0,0,1,0,-0.08,-0.5
18.599998,-68,-68,1.14,4,6,0,0,1,0,-0.11,-0.65
18.605,-98,-98,1.36,4,6,0,0,1,0,-0.14,-0.44
18.610001,-112,-112,1.65,4,2,0,0,1,0,-0.16,-0.57
18.615002,-141,-141,1.79,4,2,0,0,1,0,-0.18,-0.29
18.619999,-145,-145,1.98,2,2,0,0,1,0,-0.2,-0.37
18.625,-163,-163,2.16,2,2,0,0,1,0,-0.22,-0.37
18.630001,-180,-180,2.41,-2,0,0,0,1,0,-0.24,-0.49
18.634998,-207,-207,2.31,-2,0,0,0,1,0,-0.23,0.19
18.639999,-169,-169,2.13,-2,0,0,0,1,0,-0.21,0.37
18.645,-147,-147,2.08,-2,0,0,0,1,0,-0.21,0.1
18.650001,-156,-156,2.12,-4,-4,0,0,1,0,-0.21,-0.08
18.654999,-166,-166,2.17,-4,-4,0,0,1,0,-0.22,-0.11
18.66,-172,-172,2,-4,-4,0,0,1,0,-0.2,0.35
18.665001,-139,-139,1.7,-4,-4,0,0,1,0,-0.17,0.6
18.669998,-104,-104,1.5,-6,-6,0,0,1,0,-0.15,0.39
18.674999,-104,-104,1.31,-6,-6,0,0,1,0,-0.13,0.39
18.68,-90,-90,1.1,-4,-4,0,0,1,0,-0.11,0.42
18.685001,-75,-75,0.82,-4,-4,0,0,1,0,-0.08,0.55
18.689999,-52,-52,0.46,-6,-8,0,0,1,0,-0.05,0.74
18.695,-25,-25,0.25,-6,-8,0,0,1,0,-0.02,0.41
18.700001,-17,-17,-0.05,-6,-6,0,0,1,0,0.01,0.61
18.705002,4,4,-0.21,-6,-6,0,0,1,0,0.02,0.31
18.709999,15,15,-0.59,-6,-4,0,0,1,0,0.06,0.75
18.715,33,33,-0.77,-6,-4,0,0,1,0,0.08,0.37
18.720001,54,54,-0.96,-4,-2,0,0,1,0,0.1,0.37
18.724998,66,66,-1.15,-4,-2,0,0,1,0,0.12,0.39
18.73,80,80,-1.32,0,-2,0,0,1,0,0.13,0.35
18.735001,92,92,-1.56,0,-2,0,0,1,0,0.16,0.46
18.740002,104,104,-1.61,-2,-2,0,0,1,0,0.16,0.11
18.744999,116,116,-1.67,-2,-2,0,0,1,0,0.17,0.11
18.75,120,120,-1.75,2,2,0,0,1,0,0.18,0.17
18.755001,125,125,-1.74,2,2,0,0,1,0,0.17,-0.03
18.759998,127,127,-1.6,0,2,0,0,1,0,0.16,-0.28
18.764999,116,116,-1.56,0,2,0,0,1,0,0.16,-0.08
18.77,114,114,-1.55,4,4,0,0,1,0,0.15,-0.02
18.775001,114,114,-1.59,4,4,0,0,1,0,0.16,0.09
18.779999,115,115,-1.35,4,2,0,0,1,0,0.13,-0.48
18.785,101,101,-1.16,4,2,0,0,1,0,0.12,-0.38
18.790001,85,85,-0.99,6,4,0,0,1,0,0.1,-0.33
18.794998,73,73,-0.79,6,4,0,0,1,0,0.08,-0.41
18.799999,58,58,-0.56,4,4,0,0,1,0,0.06,-0.45
18.805,42,42,-0.34,4,4,0,0,1,0,0.03,-0.44
18.810001,25,25,-0.07,4,4,0,0,1,0,0.01,-0.55
18.814999,4,4,0.14,4,4,0,0,1,0,-0.01,-0.42
18.82,-12,-12,0.39,4,4,0,0,1,0,-0.04,-0.51
18.825001,-33,-33,0.6,4,4,0,0,1,0,-0.06,-0.42
18.830002,-49,-49,0.8,2,2,0,0,1,0,-0.08,-0.4
18.834999,-64,-64,0.91,2,2,0,0,1,0,-0.09,-0.22
18.84,-72,-72,1,2,2,0,0,1,0,-0.1,-0.18
18.845001,-79,-79,1.11,2,2,0,0,1,0,-0.11,-0.23
18.849998,-89,-89,1.21,0,0,0,0,1,0,-0.12,-0.19
18.855,-96,-96,1.25,0,0,0,0,1,0,-0.12,-0.07
18.860001,-98,-98,1.26,0,0,0,0,1,0,-0.13,-0.01
18.865002,-98,-98,1.33,0,0,0,0,1,0,-0.13,-0.16
18.869999,-106,-106,1.36,-2,-2,0,0,1,0,-0.14,-0.05
18.875,-106,-106,1.28,-2,-2,0,0,1,0,-0.13,0.17
18.880001,-94,-94,1.05,-2,-2,0,0,1,0,-0.11,0.44
18.884998,-71,-71,1,-2,-2,0,0,1,0,-0.1,0.11
18.889999,-75,-75,0.93,-4,-4,0,0,1,0,-0.09,0.14
18.895,-70,-70,0.94,-4,-4,0,0,1,0,-0.09,-0.02
18.900001,-73,-73,0.76,-4,-4,0,0,1,0,-0.08,0.35
18.904999,-54,-54,0.55,-4,-4,0,0,1,0,-0.06,0.42
18.91,-38,-38,0.33,-4,-4,0,0,1,0,-0.03,0.44
18.915001,-22,-22,0.25,-4,-4,0,0,1,0,-0.03,0.16
18.919998,-19,-19,0,-4,-4,0,0,1,0,0,0.5
18.924999,0,0,-0.16,-4,-4,0,0,1,0,0.02,0.31
18.93,11,11,-0.35,-2,-2,0,0,1,0,0.03,0.39
18.935001,24,24,-0.45,-2,-2,0,0,1,0,0.05,0.2
18.939999,32,32,-0.56,-2,-2,0,0,1,0,0.06,0.22
18.945,40,40,-0.73,-2,-2,0,0,1,0,0.07,0.34
18.950001,51,51,-0.84,-2,0,0,0,1,0,0.08,0.22
18.955002,60,60,-1,-2,0,0,0,1,0,0.1,0.32
18.959999,70,70,-0.99,0,-2,0,0,1,0,0.1,-0.03
18.965,73,73,-0.96,0,-2,0,0,1,0,0.1,-0.05
18.970001,71,71,-0.96,2,2,0,0,1,0,0.1,0.01
18.974998,72,72,-0.92,2,2,0,0,1,0,0.09,-0.09
18.98,68,68,-0.83,0,2,0,0,1,0,0.08,-0.18
18.985001,62,62,-0.83,0,2,0,0,1,0,0.08,0.01
18.990002,62,62,-0.76,2,2,0,0,1,0,0.08,-0.14
18.994999,57,57,-0.71,2,2,0,0,1,0,0.07,-0.11
19,53,53,-0.67,2,2,0,0,1,0,0.07,-0.08
19.005001,50,50,-0.71,2,2,0,0,1,0,0.07,0.08
19.009998,53,53,-0.6,2,2,0,0,1,0,0.06,-0.23
19.014999,45,45,-0.48,2,2,0,0,1,0,0.05,-0.24
19.02,36,36,-0.28,2,2,0,0,1,0,0.03,-0.39
19.025001,21,21,-0.18,2,2,0,0,1,0,0.02,-0.21
19.029999,13,13,-0.06,2,2,0,0,1,0,0.01,-0.24
19.035,4,4,-0.06,2,2,0,0,1,0,0.01,0.01
19.040001,4,4,0.05,2,2,0,0,1,0,-0.01,-0.23
19.044998,-5,-5,0.2,2,2,0,0,1,0,-0.02,-0.29
19.049999,-16,-16,0.33,2,2,0,0,1,0,-0.03,-0.25
19.055,-26,-26,0.39,2,2,0,0,1,0,-0.04,-0.14
19.060001,-31,-31,0.4,2,0,0,0,1,0,-0.04,-0.02
19.064999,-32,-32,0.44,2,0,0,0,1,0,-0.04,-0.07
19.07,-34,-34,0.47,0,0,0,0,1,0,-0.05,-0.07
19.075001,-37,-37,0.49,0,0,0,0,1,0,-0.05,-0.02
19.080002,-38,-38,0.44,0,0,0,0,1,0,-0.04,0.1
19.084999,-33,-33,0.38,0,0,0,0,1,0,-0.04,0.12
19.09,-29,-29,0.31,0,0,0,0,1,0,-0.03,0.14
19.095001,-23,-23,0.29,0,0,0,0,1,0,-0.03,0.03
19.099998,-23,-23,0.23,-2,0,0,0,1,0,-0.02,0.12
19.105,-18,-18,0.24,-2,0,0,0,1,0,-0.02,-0.01
19.110001,-19,-19,0.17,-2,-2,0,0,1,0,-0.02,0.14
19.115002,-13,-13,0.12,-2,-2,0,0,1,0,-0.01,0.09
19.119999,-9,-9,0.08,0,0,0,0,1,0,-0.01,0.09
19.125,-6,-6,0.07,0,0,0,0,1,0,-0.01,0.01
19.130001,-6,-6,0.06,0,-2,0,0,1,0,-0.01,0.02
19.134998,-5,-5,0.01,0,-2,0,0,1,0,0,0.1
19.139999,-1,-1,-0.08,-2,0,0,0,1,0,0.01,0.18
19.145,6,6,-0.14,-2,0,0,0,1,0,0.01,0.11
19.150001,10,10,-0.18,0,-2,0,0,1,0,0.02,0.07
19.154999,13,13,-0.18,0,-2,0,0,1,0,0.02,0.01
19.16,13,13,-0.19,0,0,0,0,1,0,0.02,0.02
19.165001,14,14,-0.22,0,0,0,0,1,0,0.02,0.06
19.169998,16,16,-0.21,0,0,0,0,1,0,0.02,-0.01
19.174999,16,16,-0.23,0,0,0,0,1,0,0.02,0.02
19.18,17,17,-0.19,0,0,0,0,1,0,0.02,-0.06
19.185001,14,14,-0.18,0,0,0,0,1,0,0.02,-0.03
19.189999,13,13,-0.16,0,0,0,0,1,0,0.02,-0.04
19.195,12,12,-0.17,0,0,0,0,1,0,0.02,0.02
19.200001,12,12,-0.15,0,0,0,0,1,0,0.01,-0.04
19.205002,11,11,-0.15,0,0,0,0,1,0,0.01,-0.01
19.209999,11,11,-0.11,0,0,0,0,1,0,0.01,-0.08
19.215,8,8,-0.09,0,0,0,0,1,0,0.01,-0.03
19.220001,7,7,-0.08,0,0,0,0,1,0,0.01,-0.02
19.224998,6,6,-0.08,0,0,0,0,1,0,0.01,-0.01
19.23,6,6,-0.05,0,0,0,0,1,0,0,-0.06
19.235001,3,3,-0.02,0,0,0,0,1,0,0,-0.04
19.240002,1,1,-0.01,0,0,0,0,1,0,0,-0.04
19.244999,0,0,0,0,0,0,0,1,0,0,-0.01
19.25,-1,-1,0.02,0,0,0,0,1,0,0,-0.03
19.255001,-2,-2,0.04,0,0,0,0,1,0,0,-0.04
19.259998,-3,-3,0.05,0,0,0,0,1,0,-0.01,-0.03
19.264999,-5,-5,0.07,0,0,0,0,1,0,-0.01,-0.04
19.27,-6,-6,0.07,0,0,0,0,1,0,-0.01,0
19.275001,-6,-6,0.08,0,0,0,0,1,0,-0.01,-0.02
19.279999,-7,-7,0.1,0,0,0,0,1,0,-0.01,-0.03
